Type,Head_Size,Teeth_Size,Dinosaur_Length,Weight,Gender,Class
TREX,1.72,26.14,10.1,6571.36,Male,1
TREX,1.28,23.91,10.68,6102.9,Male,1
Triceratops,2.14,18.78,7.87,7955.42,Male,3
Spinosaurus,1.54,19.53,12.26,8872.0,Male,2
TREX,1.45,25.85,12.87,7577.73,Male,1
TREX,1.47,29.34,13.12,6106.28,Male,1
Triceratops,1.89,19.44,7.93,7484.05,Female,3
Spinosaurus,1.47,17.27,14.09,9410.46,Male,2
TREX,1.56,20.06,10.55,5994.9,Male,1
TREX,1.57,19.37,10.39,6884.96,Male,1
TREX,1.45,18.62,11.05,5158.59,Female,1
Spinosaurus,1.47,18.37,12.46,9464.49,Female,2
TREX,1.41,17.23,10.75,7121.21,Female,1
Triceratops,2.11,17.34,6.91,8790.37,Female,3
Spinosaurus,1.42,17.01,12.05,8753.14,Male,2
Spinosaurus,1.49,15.49,14.06,8061.82,Female,2
TREX,1.55,21.51,9.65,6898.14,Female,1
TREX,1.43,13.93,9.9,6143.99,Male,1
Triceratops,1.93,25.04,7.81,7871.69,Male,3
Triceratops,2.0,21.68,7.1,6874.85,Female,3
Spinosaurus,1.46,17.64,12.11,8850.69,Female,2
Spinosaurus,1.5,12.89,13.74,8517.2,Female,2
Triceratops,1.94,22.62,9.22,7450.2,Male,3
Triceratops,2.15,19.16,5.48,7411.69,Male,3
Spinosaurus,1.43,15.81,13.11,9521.0,Male,2
Spinosaurus,1.55,17.6,14.22,7642.18,Male,2
TREX,1.61,19.23,12.07,5584.14,Female,1
Triceratops,2.0,18.72,7.3,7102.58,Male,3
TREX,1.37,21.17,12.92,5891.12,Female,1
TREX,1.5,20.96,10.75,6794.59,Male,1
TREX,1.53,18.38,10.0,6397.01,Female,1
TREX,1.44,21.37,10.7,6205.0,Female,1
Triceratops,1.99,16.45,7.28,8287.36,Female,3
Spinosaurus,1.53,14.26,13.58,8467.21,Female,2
Triceratops,2.02,14.79,8.12,7664.3,Male,3
Spinosaurus,1.55,16.2,12.34,6990.27,Male,2
TREX,1.41,23.45,9.54,6161.96,Female,1
Spinosaurus,1.35,17.35,12.85,8314.07,Female,2
Triceratops,1.98,17.1,9.14,7614.07,Male,3
TREX,1.54,20.65,9.43,6041.26,Female,1
Triceratops,2.13,17.98,8.2,7111.0,Male,3
Triceratops,2.02,17.05,6.65,6376.27,Female,3
TREX,1.41,19.31,11.16,4934.7,Female,1
TREX,1.55,21.71,10.58,7807.99,Female,1
TREX,1.42,22.47,12.37,7037.91,Male,1
TREX,1.45,15.81,13.15,6745.5,Male,1
Triceratops,1.95,14.91,7.14,7486.52,Female,3
Spinosaurus,1.43,15.83,12.67,9200.09,Male,2
Spinosaurus,1.59,15.19,13.95,9846.85,Male,2
Spinosaurus,1.41,16.82,13.7,7474.89,Male,2
TREX,1.33,13.75,11.24,7531.3,Male,1
Triceratops,2.07,19.9,7.99,8288.71,Male,3
Spinosaurus,1.57,15.68,13.07,9452.01,Female,2
Triceratops,1.88,19.92,8.82,6263.92,Female,3
TREX,1.66,21.48,10.16,7354.69,Male,1
Spinosaurus,1.54,16.51,12.18,9715.86,Female,2
Triceratops,2.06,19.78,7.62,7864.16,Female,3
TREX,1.53,19.84,10.19,6468.59,Female,1
TREX,1.53,15.39,13.14,5481.67,Male,1
Triceratops,2.05,17.36,7.64,7671.81,Female,3
TREX,1.69,18.73,10.05,6894.87,Female,1
TREX,1.33,20.84,10.23,6279.63,Male,1
Triceratops,1.92,12.32,8.25,5700.2,Male,3
Triceratops,1.88,15.48,8.15,6204.05,Female,3
Triceratops,1.85,18.97,8.12,7990.23,Female,3
Triceratops,1.86,18.13,9.29,8432.32,Female,3
Triceratops,2.09,15.02,8.4,7281.81,Male,3
Triceratops,2.21,20.07,6.84,7544.58,Female,3
Triceratops,2.29,22.33,9.26,7385.38,Male,3
Triceratops,2.04,21.86,8.07,6895.9,Female,3
Spinosaurus,1.49,11.53,12.68,9300.97,Female,2
Triceratops,2.09,17.42,8.22,7109.2,Female,3
Triceratops,1.89,18.07,8.79,7322.47,Male,3
TREX,1.53,25.2,10.94,6223.42,Male,1
TREX,1.47,26.64,9.44,6688.42,Female,1
TREX,1.59,13.6,9.7,6370.14,Male,1
Triceratops,1.93,23.27,6.73,7102.07,Male,3
TREX,1.3,23.52,9.59,5643.66,Male,1
Triceratops,2.1,18.59,6.72,7538.47,Female,3
Triceratops,1.91,20.27,8.68,7502.77,Female,3
TREX,1.45,20.56,10.97,3914.34,Male,1
Spinosaurus,1.48,15.9,11.89,7756.33,Male,2
Triceratops,2.09,22.29,6.5,7923.17,Male,3
TREX,1.41,15.25,11.48,7124.84,Female,1
Triceratops,2.08,22.75,6.69,7874.25,Female,3
Triceratops,1.97,13.16,7.05,6721.48,Male,3
TREX,1.32,18.17,10.0,7335.54,Male,1
Triceratops,2.03,25.53,10.2,7619.61,Male,3
Spinosaurus,1.64,14.71,12.17,8092.62,Female,2
Spinosaurus,1.58,15.86,12.08,8169.77,Male,2
TREX,1.53,18.42,10.34,6998.05,Female,1
Triceratops,1.95,16.34,9.37,7476.61,Male,3
TREX,1.39,15.44,10.02,6299.67,Male,1
TREX,1.52,22.44,7.78,5409.2,Female,1
Triceratops,2.09,20.41,7.2,7331.49,Male,3
Triceratops,2.01,15.3,8.4,8313.22,Male,3
TREX,1.44,14.93,11.11,7720.75,Male,1
Spinosaurus,1.48,19.47,15.14,7974.06,Male,2
TREX,1.42,19.88,10.95,7114.59,Male,1
Spinosaurus,1.47,16.16,13.9,10117.52,Male,2
Spinosaurus,1.7,15.7,13.79,9094.74,Male,2
Spinosaurus,1.41,14.47,13.03,8032.34,Male,2
TREX,1.53,23.52,12.45,6680.13,Male,1
Spinosaurus,1.38,13.44,12.25,6760.21,Male,2
TREX,1.48,20.1,12.04,6278.68,Female,1
Triceratops,1.98,19.55,8.66,7495.26,Female,3
Triceratops,2.04,14.12,7.79,6821.62,Male,3
TREX,1.49,16.81,11.04,6504.5,Male,1
TREX,1.59,17.45,10.25,6829.02,Female,1
TREX,1.42,20.8,12.35,7109.02,Male,1
TREX,1.38,19.6,10.41,6487.91,Female,1
TREX,1.49,18.26,10.3,5916.14,Female,1
Triceratops,2.0,24.02,8.26,7536.38,Female,3
TREX,1.35,20.7,9.65,6851.34,Female,1
TREX,1.47,22.32,10.96,7224.31,Male,1
TREX,1.47,20.52,10.53,6688.78,Female,1
TREX,1.44,17.38,10.84,7340.46,Female,1
Spinosaurus,1.36,16.64,13.1,9257.58,Female,2
TREX,1.36,19.97,9.16,6055.18,Male,1
Triceratops,2.05,21.7,9.04,7453.2,Female,3
TREX,1.63,19.86,11.09,6831.61,Female,1
TREX,1.51,21.39,11.84,6002.62,Male,1
TREX,1.47,20.29,10.88,6109.1,Female,1
Triceratops,2.1,16.38,7.42,8804.02,Male,3
Spinosaurus,1.48,16.48,11.07,8832.37,Female,2
Spinosaurus,1.3,14.18,14.16,10123.08,Male,2
Spinosaurus,1.43,14.77,12.82,7787.48,Male,2
Spinosaurus,1.44,18.27,12.34,9063.54,Male,2
Spinosaurus,1.54,13.59,13.89,9334.3,Female,2
Spinosaurus,1.37,17.39,13.49,8627.68,Male,2
Spinosaurus,1.43,14.31,12.69,7536.9,Male,2
TREX,1.52,18.25,12.18,4678.29,Female,1
TREX,1.52,23.99,12.38,6905.16,Female,1
TREX,1.47,17.3,10.28,7045.84,Female,1
Triceratops,1.95,13.03,7.31,6868.17,Male,3
Spinosaurus,1.37,17.85,12.65,11240.61,Male,2
TREX,1.44,21.55,8.73,6766.41,Male,1
Triceratops,1.85,19.51,7.46,8099.72,Male,3
TREX,1.53,22.9,11.4,7798.9,Female,1
TREX,1.56,21.28,10.54,6729.38,Male,1
TREX,1.52,24.43,9.3,7060.7,Female,1
Spinosaurus,1.47,15.22,12.69,9046.72,Male,2
Spinosaurus,1.43,16.12,12.64,7339.93,Female,2
TREX,1.53,23.75,10.77,8130.01,Female,1
Triceratops,1.97,16.08,8.03,6485.99,Male,3
TREX,1.45,22.93,12.65,6706.77,Female,1
Triceratops,2.04,19.03,6.44,6921.07,Male,3
Triceratops,1.97,16.33,8.46,8651.07,Male,3
TREX,1.61,20.31,10.93,5214.69,Male,1
Triceratops,1.93,21.57,8.66,7687.33,Male,3
Triceratops,1.93,22.96,7.04,7354.58,Male,3
TREX,1.53,16.95,10.41,7431.4,Male,1
Triceratops,2.06,21.36,6.57,7387.93,Female,3
Triceratops,2.16,14.8,8.09,7491.3,Male,3
TREX,1.44,18.18,10.95,6500.8,Male,1
TREX,1.31,21.53,10.91,6129.32,Female,1
Triceratops,1.87,23.46,8.09,7300.73,Male,3
Spinosaurus,1.46,15.41,13.43,8574.81,Female,2
TREX,1.41,19.36,13.08,7235.62,Female,1
Spinosaurus,1.55,11.27,11.54,9532.12,Female,2
Triceratops,1.96,19.4,6.68,7928.07,Female,3
Triceratops,1.89,17.16,6.66,7541.07,Female,3
Spinosaurus,1.42,14.37,12.1,8205.92,Male,2
Triceratops,1.84,20.36,8.12,8742.09,Female,3
Triceratops,2.01,23.48,7.96,7710.2,Female,3
TREX,1.54,16.12,10.67,6989.81,Male,1
Triceratops,2.04,12.69,8.03,7404.25,Male,3
TREX,1.56,15.39,12.71,6675.39,Male,1
TREX,1.52,13.77,9.79,7410.07,Female,1
Triceratops,2.04,23.17,7.46,7239.33,Female,3
TREX,1.36,19.59,11.19,5604.44,Female,1
Spinosaurus,1.33,12.27,13.14,7520.91,Male,2
Triceratops,2.02,15.69,8.9,7711.25,Male,3
Triceratops,2.01,14.99,7.3,8357.31,Male,3
TREX,1.6,21.95,12.61,5742.5,Female,1
Triceratops,2.0,17.66,8.94,7642.9,Male,3
Spinosaurus,1.39,13.78,10.93,9893.76,Male,2
TREX,1.49,22.39,10.17,5358.36,Male,1
Triceratops,1.95,20.24,8.32,8486.82,Female,3
Triceratops,1.94,20.19,8.87,8418.35,Female,3
TREX,1.45,20.59,11.03,5192.85,Female,1
TREX,1.5,21.49,9.57,8810.44,Male,1
TREX,1.65,20.92,10.1,6226.58,Female,1
Triceratops,1.89,22.41,7.56,6992.77,Male,3
Spinosaurus,1.56,16.58,14.32,9712.66,Female,2
Triceratops,1.98,18.89,7.74,7697.84,Female,3
TREX,1.33,19.89,10.53,6681.56,Male,1
Spinosaurus,1.68,16.25,12.16,7708.19,Male,2
Triceratops,2.03,16.12,5.99,6416.73,Female,3
Spinosaurus,1.61,14.27,11.67,9642.12,Male,2
Triceratops,1.83,12.15,7.7,7800.54,Female,3
Spinosaurus,1.56,16.45,12.48,8427.52,Male,2
Triceratops,2.09,20.33,8.1,7272.18,Female,3
Triceratops,2.11,17.9,7.55,7765.29,Male,3
Triceratops,1.87,24.04,8.87,8636.01,Female,3
TREX,1.51,19.89,11.68,6729.4,Male,1
TREX,1.64,25.17,11.73,6515.59,Male,1
Spinosaurus,1.48,16.8,13.83,7492.41,Female,2
TREX,1.58,19.01,10.89,6706.16,Male,1
Triceratops,2.16,21.33,6.59,6545.83,Male,3
Spinosaurus,1.5,11.04,12.49,10874.42,Female,2
TREX,1.62,21.29,11.88,5859.74,Female,1
TREX,1.61,20.25,11.3,7433.82,Female,1
Spinosaurus,1.59,17.42,13.03,8161.55,Male,2
TREX,1.46,23.02,12.11,6372.77,Male,1
TREX,1.58,24.16,11.49,5656.6,Female,1
TREX,1.49,16.44,11.72,6029.72,Female,1
TREX,1.53,17.02,10.65,7479.34,Male,1
Spinosaurus,1.51,15.33,12.01,9128.73,Male,2
Spinosaurus,1.42,13.38,13.03,8076.88,Male,2
Triceratops,1.99,15.04,6.93,6845.18,Male,3
TREX,1.65,19.84,11.08,6580.25,Female,1
Spinosaurus,1.56,15.29,14.54,8718.54,Female,2
Triceratops,1.84,21.8,8.76,7920.3,Male,3
Triceratops,2.07,21.52,8.1,7236.39,Female,3
Triceratops,1.98,15.25,8.26,6622.36,Female,3
Triceratops,1.89,18.63,8.46,7845.51,Female,3
Triceratops,2.17,14.98,7.99,7812.8,Male,3
Spinosaurus,1.26,10.39,13.06,8630.28,Female,2
TREX,1.6,19.81,10.91,7502.44,Female,1
Triceratops,2.08,19.44,6.32,7177.61,Female,3
TREX,1.49,19.62,10.63,7036.47,Male,1
Triceratops,1.83,17.31,8.69,8033.98,Female,3
TREX,1.51,22.59,11.58,6591.58,Male,1
Triceratops,1.9,20.78,10.57,7919.39,Male,3
TREX,1.47,18.1,11.71,6343.05,Male,1
Triceratops,2.07,14.88,9.51,8589.66,Male,3
Spinosaurus,1.51,15.72,11.86,8905.76,Female,2
TREX,1.48,25.39,10.41,6480.12,Female,1
TREX,1.59,14.28,11.7,6576.88,Female,1
Spinosaurus,1.54,11.89,14.08,9244.77,Male,2
TREX,1.63,19.35,11.54,6662.58,Male,1
Triceratops,1.93,17.38,7.55,7460.87,Female,3
Spinosaurus,1.56,17.22,13.43,8395.32,Male,2
Triceratops,1.96,14.37,8.39,7417.42,Female,3
TREX,1.6,20.73,11.06,5742.92,Male,1
Triceratops,1.98,19.83,7.62,7676.39,Female,3
Triceratops,2.0,17.94,7.18,7735.4,Male,3
TREX,1.32,16.45,11.87,7253.15,Male,1
Triceratops,1.87,20.5,7.64,7347.93,Male,3
TREX,1.56,19.63,11.04,6956.51,Male,1
TREX,1.46,23.84,11.65,6253.01,Female,1
Triceratops,2.01,20.96,7.63,7472.55,Male,3
TREX,1.42,20.56,9.87,6874.28,Female,1
Spinosaurus,1.79,14.26,13.47,8031.92,Female,2
TREX,1.51,15.88,10.03,5843.71,Female,1
TREX,1.38,16.68,10.8,6333.68,Male,1
TREX,1.38,17.31,11.06,6316.71,Female,1
TREX,1.5,18.84,9.33,6049.4,Male,1
Triceratops,1.97,21.32,9.53,6656.13,Female,3
Triceratops,1.83,17.72,6.83,7568.33,Female,3
TREX,1.49,21.36,12.32,7587.95,Female,1
Triceratops,2.06,22.66,7.7,6556.17,Male,3
TREX,1.5,18.79,10.56,7024.73,Female,1
Triceratops,1.93,16.72,8.47,7127.85,Male,3
Triceratops,2.02,18.17,7.87,8305.49,Male,3
Triceratops,2.09,19.19,9.43,6047.4,Female,3
Spinosaurus,1.36,15.99,13.51,9536.49,Female,2
TREX,1.44,24.05,11.91,7113.23,Female,1
TREX,1.46,15.9,10.07,7246.13,Male,1
TREX,1.37,19.2,11.23,6842.42,Male,1
Triceratops,1.76,20.83,7.85,8144.0,Male,3
TREX,1.68,20.4,12.22,7581.05,Female,1
Triceratops,2.12,19.57,7.45,6146.26,Female,3
Spinosaurus,1.26,10.8,12.48,9062.15,Female,2
TREX,1.53,18.25,10.95,6833.78,Female,1
TREX,1.48,17.4,9.08,6122.55,Female,1
Triceratops,2.0,23.33,9.31,8054.92,Male,3
Triceratops,1.97,24.09,7.38,6592.49,Female,3
Spinosaurus,1.44,16.82,13.1,10264.05,Female,2
TREX,1.43,22.56,10.99,6366.58,Female,1
TREX,1.55,16.21,10.58,7471.53,Female,1
Spinosaurus,1.53,14.9,12.19,9696.76,Male,2
Triceratops,1.82,16.48,8.41,7431.85,Female,3
TREX,1.48,18.81,10.96,6453.44,Female,1
Spinosaurus,1.64,12.46,13.29,8250.33,Female,2
TREX,1.39,19.16,9.19,7375.91,Male,1
Spinosaurus,1.47,16.02,12.3,7855.75,Male,2
Triceratops,1.99,19.83,8.55,7472.08,Female,3
TREX,1.53,18.63,10.39,6559.51,Male,1
TREX,1.44,21.4,10.03,6063.55,Female,1
Spinosaurus,1.48,12.54,13.45,9178.24,Male,2
Spinosaurus,1.62,19.56,14.39,9856.91,Female,2
Triceratops,1.93,19.77,7.22,7929.41,Female,3
Spinosaurus,1.39,17.29,12.51,9509.5,Female,2
Triceratops,1.91,15.65,7.46,7463.63,Male,3
Spinosaurus,1.59,10.92,12.31,9275.99,Female,2
Triceratops,1.98,13.01,8.42,7520.08,Female,3
Spinosaurus,1.42,14.1,13.28,8313.12,Female,2
Triceratops,2.28,13.53,9.15,7101.95,Male,3
Triceratops,2.27,18.32,7.05,8142.76,Male,3
Triceratops,1.87,19.46,8.4,7711.43,Female,3
TREX,1.57,20.42,11.0,6434.42,Male,1
TREX,1.62,23.54,12.31,6201.45,Female,1
Triceratops,2.0,15.19,6.73,8207.74,Male,3
Triceratops,1.83,16.1,8.45,6143.42,Male,3
Triceratops,2.28,18.34,8.67,7262.42,Male,3
TREX,1.55,10.98,9.87,4858.78,Male,1
Triceratops,2.0,20.2,7.6,6861.43,Female,3
Triceratops,2.07,18.51,6.78,7359.43,Male,3
Triceratops,1.97,16.16,6.2,8362.67,Female,3
Triceratops,2.03,19.04,6.64,7030.04,Male,3
Triceratops,2.0,17.27,8.3,6663.25,Female,3
TREX,1.38,18.45,10.43,7130.02,Female,1
Triceratops,1.89,21.13,9.8,7648.05,Female,3
Spinosaurus,1.35,12.0,12.13,10025.13,Female,2
Spinosaurus,1.54,11.99,12.36,9859.7,Female,2
Triceratops,2.04,20.12,7.39,8417.1,Female,3
TREX,1.54,12.19,12.62,6577.26,Male,1
Spinosaurus,1.5,16.4,11.46,8560.78,Male,2
Triceratops,2.14,17.45,9.01,6922.43,Male,3
Triceratops,2.12,18.9,8.32,6405.38,Female,3
Spinosaurus,1.6,12.36,12.83,9470.97,Male,2
Triceratops,2.0,18.01,9.56,7235.86,Female,3
Spinosaurus,1.38,17.3,12.02,10631.89,Male,2
TREX,1.5,20.26,8.62,7530.05,Female,1
Triceratops,1.93,15.47,6.71,8574.73,Female,3
Spinosaurus,1.49,13.14,13.52,8993.4,Male,2
Triceratops,1.89,16.92,8.77,6835.55,Female,3
TREX,1.54,19.28,12.0,6349.81,Male,1
TREX,1.52,23.0,11.81,8031.96,Female,1
TREX,1.47,20.76,12.19,7627.5,Male,1
Spinosaurus,1.52,15.79,12.72,8297.17,Female,2
Spinosaurus,1.52,16.89,14.51,8460.27,Male,2
Spinosaurus,1.58,15.8,14.66,10207.43,Female,2
Spinosaurus,1.41,12.02,14.09,8780.94,Female,2
TREX,1.49,23.3,11.4,6226.9,Female,1
Triceratops,2.02,14.05,8.42,8189.14,Male,3
Spinosaurus,1.44,17.08,11.34,9278.08,Female,2
TREX,1.43,18.82,10.37,7254.26,Female,1
TREX,1.7,22.58,10.59,6798.74,Male,1
Spinosaurus,1.47,11.34,12.81,10240.94,Male,2
TREX,1.45,20.72,10.4,7593.32,Male,1
TREX,1.26,23.7,9.16,7451.51,Male,1
TREX,1.66,19.72,13.06,8537.86,Male,1
Triceratops,1.98,15.82,8.85,7019.61,Female,3
Spinosaurus,1.55,13.16,11.85,10421.89,Male,2
TREX,1.43,21.25,11.08,5991.86,Male,1
Spinosaurus,1.45,13.55,12.94,9655.96,Male,2
TREX,1.46,18.45,9.66,7085.68,Male,1
TREX,1.61,18.75,12.33,6520.49,Female,1
Triceratops,2.11,8.4,7.28,7102.3,Female,3
TREX,1.67,17.99,8.89,6575.54,Female,1
Triceratops,2.02,21.73,6.98,7075.36,Male,3
TREX,1.44,21.33,10.23,6994.0,Female,1
Triceratops,1.95,18.64,8.17,7709.88,Male,3
Triceratops,1.97,13.91,8.95,7152.55,Male,3
Triceratops,2.07,16.99,7.56,7337.92,Male,3
Triceratops,2.09,15.64,8.51,7067.1,Male,3
Spinosaurus,1.6,15.4,12.15,8148.89,Male,2
Spinosaurus,1.67,15.31,14.42,8444.6,Male,2
Triceratops,2.05,18.49,7.92,7808.66,Male,3
TREX,1.49,15.46,11.01,6674.55,Female,1
TREX,1.41,20.47,11.4,7157.1,Male,1
Spinosaurus,1.63,12.15,13.76,8680.9,Female,2
Triceratops,2.06,16.58,7.9,8517.72,Male,3
TREX,1.48,21.96,12.44,7283.55,Female,1
Triceratops,1.83,17.69,8.12,7619.73,Male,3
TREX,1.46,22.68,10.5,7042.55,Male,1
TREX,1.45,21.83,9.71,5975.06,Female,1
Triceratops,2.03,16.92,8.57,7034.22,Male,3
TREX,1.53,19.1,12.04,5370.19,Male,1
Spinosaurus,1.39,14.27,13.43,8424.94,Male,2
Spinosaurus,1.46,14.09,15.7,9984.3,Male,2
TREX,1.53,19.24,11.08,6644.48,Female,1
Triceratops,1.91,16.49,8.58,7698.31,Female,3
Spinosaurus,1.59,14.91,13.55,7618.04,Male,2
TREX,1.52,20.16,11.38,6382.34,Male,1
TREX,1.56,23.24,10.96,6226.9,Male,1
TREX,1.76,20.73,11.2,6891.81,Male,1
Triceratops,2.04,17.16,8.31,7871.27,Male,3
TREX,1.54,16.61,9.37,5614.89,Male,1
Spinosaurus,1.5,13.68,11.96,7867.39,Male,2
TREX,1.52,18.62,10.55,6641.94,Female,1
TREX,1.75,24.77,10.01,6821.25,Female,1
Spinosaurus,1.42,18.48,12.06,10204.68,Female,2
Triceratops,2.02,22.7,6.96,7925.01,Female,3
Triceratops,2.01,22.11,8.25,6739.6,Male,3
Spinosaurus,1.66,17.98,14.71,9653.86,Female,2
Triceratops,2.18,15.34,7.75,7635.02,Female,3
TREX,1.76,20.44,8.51,5283.7,Male,1
TREX,1.42,22.29,12.5,7272.65,Female,1
Spinosaurus,1.63,16.43,12.37,9915.53,Female,2
TREX,1.48,21.25,10.92,5298.24,Male,1
TREX,1.54,16.39,10.97,6728.11,Female,1
TREX,1.52,21.31,10.11,7546.65,Male,1
Spinosaurus,1.57,16.02,12.67,7619.61,Male,2
Spinosaurus,1.54,18.07,13.48,9629.14,Female,2
TREX,1.42,15.04,8.62,6766.72,Male,1
TREX,1.56,21.78,10.62,7074.58,Male,1
TREX,1.51,18.8,12.23,6866.58,Female,1
Triceratops,2.05,18.54,8.57,7618.07,Female,3
Spinosaurus,1.59,18.22,13.34,9861.1,Male,2
TREX,1.58,23.73,11.49,6057.08,Male,1
TREX,1.54,19.26,12.54,6743.84,Female,1
Triceratops,1.94,14.55,7.25,7477.98,Female,3
Triceratops,1.92,21.2,8.47,6423.2,Male,3
Triceratops,1.87,19.55,6.54,8122.82,Female,3
Triceratops,1.95,23.77,9.34,6994.51,Female,3
TREX,1.53,21.55,10.73,6766.35,Male,1
TREX,1.46,24.36,9.9,6188.58,Female,1
TREX,1.56,18.65,10.67,6015.94,Female,1
Spinosaurus,1.45,19.55,12.07,8272.53,Male,2
TREX,1.47,18.77,9.58,6509.23,Male,1
Spinosaurus,1.61,15.19,11.26,7851.16,Female,2
TREX,1.6,22.16,10.16,6328.0,Male,1
TREX,1.39,13.04,12.44,6388.53,Female,1
TREX,1.52,17.37,11.45,7009.24,Male,1
Triceratops,1.97,16.04,7.41,7031.7,Female,3
Spinosaurus,1.55,15.96,12.13,9008.54,Male,2
Spinosaurus,1.35,14.94,13.92,10353.44,Female,2
TREX,1.58,17.13,11.96,6568.47,Female,1
TREX,1.54,16.31,10.82,7399.55,Female,1
TREX,1.58,22.92,10.73,7091.42,Female,1
Triceratops,1.98,17.82,7.95,7508.74,Male,3
TREX,1.54,20.26,9.65,7384.68,Female,1
TREX,1.75,26.5,8.6,6671.25,Male,1
Triceratops,2.14,16.34,7.17,7758.47,Male,3
Triceratops,1.9,13.94,7.25,7662.86,Male,3
Spinosaurus,1.49,16.1,14.14,8181.05,Male,2
Spinosaurus,1.56,16.22,11.78,8779.15,Male,2
TREX,1.37,20.09,10.32,7562.14,Male,1
Spinosaurus,1.65,18.01,14.18,10068.7,Male,2
Triceratops,1.91,21.9,8.85,7408.47,Female,3
TREX,1.6,19.83,10.82,5427.09,Male,1
TREX,1.38,18.0,11.02,6729.47,Male,1
Triceratops,1.93,14.2,8.02,7141.74,Female,3
Spinosaurus,1.47,10.73,11.92,8032.75,Male,2
TREX,1.5,24.24,12.03,7332.87,Male,1
Triceratops,2.04,21.89,9.76,7377.26,Female,3
Triceratops,2.01,16.46,6.49,7990.58,Male,3
TREX,1.6,23.08,9.5,7470.0,Male,1
Spinosaurus,1.61,16.01,13.39,8743.27,Female,2
TREX,1.5,21.81,11.09,5454.52,Female,1
Triceratops,1.93,15.55,7.33,8607.32,Male,3
Triceratops,2.03,20.99,7.76,8674.73,Male,3
TREX,1.33,18.03,10.25,7651.37,Male,1
Triceratops,2.08,19.54,9.57,7442.42,Female,3
TREX,1.46,22.95,9.49,5715.93,Female,1
Triceratops,1.97,18.81,6.18,7537.46,Female,3
Triceratops,2.06,11.02,9.89,7026.59,Male,3
Spinosaurus,1.5,11.25,12.87,7649.2,Male,2
Triceratops,2.03,17.1,10.44,8650.68,Male,3
TREX,1.67,19.2,8.05,7175.88,Female,1
TREX,1.58,21.26,10.78,6161.07,Male,1
TREX,1.57,16.51,11.66,5925.62,Female,1
TREX,1.5,16.19,11.0,7263.26,Female,1
Triceratops,2.21,16.5,7.78,7096.91,Male,3
TREX,1.47,19.63,10.47,6656.9,Male,1
TREX,1.45,16.5,10.44,6323.3,Female,1
TREX,1.42,23.66,8.26,6413.0,Female,1
Triceratops,2.04,17.84,7.49,8783.8,Female,3
TREX,1.58,22.85,13.08,5964.05,Female,1
TREX,1.65,22.63,11.69,6467.21,Female,1
TREX,1.54,21.05,10.53,6454.88,Male,1
Spinosaurus,1.57,13.93,14.13,10215.87,Female,2
TREX,1.53,20.63,9.88,5863.22,Male,1
Spinosaurus,1.56,16.4,13.49,11164.89,Male,2
Spinosaurus,1.38,11.43,12.7,9821.56,Female,2
Spinosaurus,1.43,15.51,14.64,10939.46,Male,2
Triceratops,2.01,21.17,7.04,6593.06,Male,3
TREX,1.59,20.04,8.92,6333.51,Male,1
TREX,1.45,19.34,11.7,7542.86,Female,1
Spinosaurus,1.45,14.9,13.06,8464.75,Female,2
Triceratops,1.94,12.77,9.61,7506.15,Female,3
Triceratops,1.92,14.94,7.25,8025.52,Female,3
Spinosaurus,1.51,16.41,12.76,8998.43,Male,2
TREX,1.56,22.09,11.14,6085.68,Female,1
TREX,1.64,15.99,11.13,6333.2,Male,1
Triceratops,1.89,14.72,9.93,6475.33,Female,3
TREX,1.53,18.47,10.82,5462.42,Male,1
TREX,1.5,21.05,9.7,6449.82,Female,1
TREX,1.61,24.59,11.95,5961.19,Male,1
Triceratops,2.0,20.4,7.3,6635.64,Male,3
Spinosaurus,1.41,16.8,11.95,8488.13,Female,2
Spinosaurus,1.52,15.31,13.16,7973.96,Female,2
Triceratops,2.0,18.13,7.38,8321.75,Male,3
TREX,1.53,20.61,10.66,6167.14,Male,1
Spinosaurus,1.57,15.88,13.43,10322.4,Male,2
TREX,1.55,19.72,10.25,6527.58,Female,1
Triceratops,1.96,19.8,8.91,6514.09,Female,3
Spinosaurus,1.62,13.19,13.03,9417.08,Male,2
Spinosaurus,1.3,16.61,13.56,9946.55,Male,2
TREX,1.61,18.18,11.47,6823.17,Male,1
Spinosaurus,1.54,11.6,14.02,8469.42,Male,2
Triceratops,1.9,16.37,9.26,6993.85,Male,3
Triceratops,2.06,24.21,8.3,7300.52,Male,3
Triceratops,1.97,15.14,7.91,6478.33,Male,3
Triceratops,2.12,15.61,9.4,7065.88,Female,3
TREX,1.47,22.87,9.73,5658.55,Female,1
Spinosaurus,1.66,18.56,12.36,8550.71,Female,2
TREX,1.45,19.66,10.4,7063.52,Male,1
Triceratops,1.86,16.04,8.38,7077.86,Female,3
TREX,1.45,21.37,12.68,6560.06,Female,1
TREX,1.44,21.28,11.61,6900.13,Male,1
TREX,1.6,20.47,11.19,6598.43,Female,1
TREX,1.5,18.09,9.76,7668.77,Male,1
Spinosaurus,1.5,13.68,12.23,9193.02,Female,2
Triceratops,2.08,18.52,9.42,7603.39,Female,3
Triceratops,1.95,16.92,7.73,7992.42,Female,3
Triceratops,2.15,14.41,9.38,7389.25,Female,3
Triceratops,1.74,14.23,6.83,7802.71,Female,3
TREX,1.4,17.63,12.06,7396.44,Male,1
Triceratops,1.97,14.58,8.08,7044.91,Male,3
TREX,1.36,17.52,11.66,6930.85,Male,1
